stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,10.32,10.32,0
12hpf,5.78,0,0,0,0,0,0,3.86,0,0
14hpf,6.69,0,0,0,0,0,0,0,3.34,0
16hpf,4.1,0,0,2.05,2.05,6.15,0,2.05,4.1,6.15
19hpf,0,2.19,0,2.19,0,0,0,0,0,8.76
24hpf,4,0,0,13,4,1,0,0,4,5
2dpf,150.97,1.67,10.01,31.69,100.92,175.99,16.68,1.67,42.54,41.7
3dpf,137.34,4.6,3.45,6.32,55.74,523.5,2.3,0,33.33,8.05
5dpf,27.39,5.69,7.24,26.88,64.6,506.49,1.55,2.58,25.32,32.56
10dpf,21.34,3.77,1.88,14.43,67.15,527.76,0.63,0,26.98,8.79
