gene	0 somites	05 somites	10 somites	15 somites	20 somites	30 somites	larval-2dpf	larval-3dpf	larval-5dpf	larval-10dpf
AL590150.2	11.01048063	41.71643244	50.92049469	23.42463349	26.79976622	32.14362022	44.45739116	130.3480517	32.71277152	85.37454648
AL590152.1	0	0	0	0	0	0	0	1.892864067	0	0.927385704
AL645691.1	2.335306392	12.6405973	1.87665737	6.716401486	9.678907496	4.876714675	12.29688997	8.894804919	11.33715211	7.974308547
AL645691.2	0.52764606	1.589273847	0.760343451	1.005124243	4.727620246	8.131775235	69.11056871	13.23745801	82.42673628	52.84202018
AL645691.3	0	0	0	0	0	0	0	0	0	0
AL807749.1	1.564204277	8.298097731	23.02055338	5.998566034	4.172796387	12.24586601	3.765278947	8.669818356	7.601015142	1.146789125
AL807749.2	0	0	0	0	0	0	0	0	2.960331576	0.640327872
AL844512.1	0	0	0	0	0	0	0	0	0	0
AL845512.1	0	0	0	0	0	0.834814558	0	0.563888649	0	0.627825222
AL929006.1	0	0.225362257	0	0	0	0	0	0	0	0
AL929141.1	0	0	0	0	0	0	0	0	0	0
AL929171.1	0.194817847	1.649191221	0.179681592	0	0	0.837594047	3.073595404	11.61404251	2.892294333	4.957858608
AL935183.1	1.060483039	7.633251976	9.370500702	2.666508683	2.671013608	10.48427427	5.472283577	11.78267658	13.86856382	11.25190363
AL935196.1	0	0	0	0	0	0	0	0	0	0
AL953856.1	0.301845792	0	0.357634576	0	0.154533226	0	0	0	0	0
AL953856.10	0	0	0.179681592	0	0	0	0	0	0	0
AL953856.2	0	0	0.179681592	0	0	0	0	0	0	0
AL953856.3	0	0	0	0	0	0	0	0	0	0
AL953856.4	0	0	0	0	0	0	0	0	0	0
AL953856.5	0.150922884	0.234593104	0.815628265	0	0	0	0	0	0	0
AL953856.6	0	0	0	0	0	0	0	0	0	0
AL953856.7	0	0	0.358498895	0	0	0	0	0	0	0
AL953856.8	0	0	0.539044809	0	0	0	0	0	0	0
AL953856.9	0	0	0	0	0	0	0	0	0	0
AL954848.1	0	0	0	0	0	0	0	0	0	0
BX000703.1	0	0	0	0	0	0	0	0	0	0
BX005210.1	36.69766527	90.86039224	137.3926853	14.60400125	109.4741004	39.44679317	118.8813909	200.0015053	149.949535	85.9863108
BX005268.1	0	0	0	0	0	0	0	0	0	0
BX072538.1	0	0	0	0	0.361920568	0	0	1.681520154	0.637795795	1.804217265
BX088538.1	10.77471092	32.05550233	27.68865592	26.63425561	89.61982306	67.42039337	237.4884131	222.3628712	144.741524	53.36553513
BX088697.1	0	0	0	0	0	0	0	2.763958374	0	0
BX119963.1	3.741534047	29.8303883	25.07298199	37.64628796	8.817434192	38.78212117	19.22185855	63.29940534	58.5049883	38.08225835
BX119963.2	9.49924349	41.37439273	13.65184568	20.04080484	41.62469184	13.10752944	9.759499873	35.39694631	80.01943191	33.61443434
BX119963.3	0	0	0	0	0	0	0	0	0	0
BX119963.4	1.717498874	12.34494031	8.001970751	48.70673793	24.69662518	55.57141852	142.9243846	147.8056504	418.035435	327.7107647
BX248122.1	7.276443721	35.15898405	35.8768405	26.88218005	38.65514208	59.00411515	129.7173481	181.7584662	147.8062222	50.27792884
BX248410.1	0	0	0	0	0	0.524081546	0	1.165365323	0	1.171097223
