stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,10.32,0
12hpf,3.86,0,1.93,0,0,0,0,0,0,3.86
14hpf,13.38,0,0,10.03,0,0,0,0,0,0
16hpf,20.51,2.05,0,8.2,6.15,0,0,0,6.15,14.36
19hpf,37.22,0,0,2.19,4.38,0,0,0,0,4.38
24hpf,9,0,12,1,4,0,1,0,1,2
2dpf,132.62,0,0.83,9.17,61.72,97.59,5.84,0,23.35,16.68
3dpf,224.69,3.45,0,3.45,6.9,119.53,3.45,0,15.52,5.17
5dpf,74.42,0.52,4.13,10.85,7.75,125.59,3.62,2.58,17.57,24.29
10dpf,127.39,2.51,5.02,10.04,3.77,85.97,3.14,0,15.69,6.28
