orig_gene,proc_gene
si:ch211-127d4.3,sich211127d4.3
si:ch211-127i16.2,sich211127i16.2
si:ch211-127m7.2,sich211127m7.2
si:ch211-127n13.2,sich211127n13.2
si:ch211-128m15.3,sich211128m15.3
si:ch211-129c21.1,sich211129c21.1
si:ch211-129o18.4,sich211129o18.4
si:ch211-129p13.1,sich211129p13.1
si:ch211-12e13.1,sich21112e13.1
si:ch211-12e13.10,sich21112e13.10
si:ch211-12e13.12,sich21112e13.12
si:ch211-12h2.6,sich21112h2.6
si:ch211-12h2.8,sich21112h2.8
si:ch211-12m10.1,sich21112m10.1
si:ch211-12p12.2,sich21112p12.2
si:ch211-130h14.4,sich211130h14.4
si:ch211-130h14.6,sich211130h14.6
si:ch211-130m23.2,sich211130m23.2
si:ch211-130m23.3,sich211130m23.3
si:ch211-130m23.5,sich211130m23.5
si:ch211-131k2.2,sich211131k2.2
si:ch211-132b12.1,sich211132b12.1
si:ch211-132b12.2,sich211132b12.2
si:ch211-132b12.3,sich211132b12.3
si:ch211-132b12.7,sich211132b12.7
si:ch211-132b12.8,sich211132b12.8
si:ch211-132e22.4,sich211132e22.4
si:ch211-132f19.7,sich211132f19.7
si:ch211-132g1.1,sich211132g1.1
si:ch211-132g1.3,sich211132g1.3
si:ch211-132g1.6,sich211132g1.6
si:ch211-132p1.3,sich211132p1.3
si:ch211-133h13.1,sich211133h13.1
si:ch211-133l5.4,sich211133l5.4
si:ch211-133l5.7,sich211133l5.7
si:ch211-133l5.8,sich211133l5.8
si:ch211-133n4.10,sich211133n4.10
si:ch211-133n4.4,sich211133n4.4
si:ch211-133n4.6,sich211133n4.6
si:ch211-133n4.9,sich211133n4.9
si:ch211-134a4.6,sich211134a4.6
si:ch211-134c9.2,sich211134c9.2
si:ch211-134m17.9,sich211134m17.9
si:ch211-135f11.6,sich211135f11.6
si:ch211-135n15.2,sich211135n15.2
si:ch211-136a13.1,sich211136a13.1
si:ch211-136m16.8,sich211136m16.8
si:ch211-137a8.2,sich211137a8.2
si:ch211-137a8.4,sich211137a8.4
si:ch211-137i24.10,sich211137i24.10
si:ch211-137i24.12,sich211137i24.12
si:ch211-139a5.1,sich211139a5.1
si:ch211-139d20.3,sich211139d20.3
si:ch211-139g16.8,sich211139g16.8
si:ch211-139l2.1,sich211139l2.1
si:ch211-139n6.3,sich211139n6.3
si:ch211-13c6.2,sich21113c6.2
si:ch211-13f8.1,sich21113f8.1
si:ch211-13f8.2,sich21113f8.2
si:ch211-13k12.2,sich21113k12.2
si:ch211-140b10.6,sich211140b10.6
si:ch211-140l13.3,sich211140l13.3
si:ch211-140m22.7,sich211140m22.7
si:ch211-141e20.2,sich211141e20.2
si:ch211-141o9.10,sich211141o9.10
si:ch211-142b24.2,sich211142b24.2
si:ch211-142b24.8,sich211142b24.8
si:ch211-142c4.1,sich211142c4.1
si:ch211-143l19.3,sich211143l19.3
si:ch211-145b13.5,sich211145b13.5
si:ch211-145b13.6,sich211145b13.6
si:ch211-145c1.1,sich211145c1.1
si:ch211-145h19.5,sich211145h19.5
si:ch211-145o7.3,sich211145o7.3
si:ch211-146l10.7,sich211146l10.7
si:ch211-146l10.8,sich211146l10.8
si:ch211-146m13.3,sich211146m13.3
si:ch211-147a11.3,sich211147a11.3
si:ch211-147d7.5,sich211147d7.5
si:ch211-147g22.4,sich211147g22.4
si:ch211-147g22.7,sich211147g22.7
si:ch211-147h1.4,sich211147h1.4
si:ch211-147k10.5,sich211147k10.5
si:ch211-147k10.6,sich211147k10.6
si:ch211-147k9.8,sich211147k9.8
si:ch211-147m20.3,sich211147m20.3
si:ch211-147m6.1,sich211147m6.1
si:ch211-148l7.4,sich211148l7.4
si:ch211-149a19.3,sich211149a19.3
si:ch211-149b19.2,sich211149b19.2
si:ch211-149b19.3,sich211149b19.3
si:ch211-149b19.4,sich211149b19.4
si:ch211-149e23.4,sich211149e23.4
si:ch211-149k12.3,sich211149k12.3
si:ch211-149k23.9,sich211149k23.9
si:ch211-149l1.2,sich211149l1.2
si:ch211-14a11.2,sich21114a11.2
si:ch211-14a17.10,sich21114a17.10
si:ch211-14a17.11,sich21114a17.11
si:ch211-14a17.6,sich21114a17.6
si:ch211-14a17.7,sich21114a17.7
si:ch211-14c7.2,sich21114c7.2
si:ch211-14i3.2,sich21114i3.2
si:ch211-14k19.8,sich21114k19.8
si:ch211-14p21.3,sich21114p21.3
si:ch211-150g13.3,sich211150g13.3
si:ch211-150o23.2,sich211150o23.2
si:ch211-150o23.3,sich211150o23.3
si:ch211-151g22.1,sich211151g22.1
si:ch211-151h10.2,sich211151h10.2
si:ch211-151p13.8,sich211151p13.8
si:ch211-152c2.3,sich211152c2.3
si:ch211-152c8.2,sich211152c8.2
si:ch211-152c8.4,sich211152c8.4
si:ch211-152c8.5,sich211152c8.5
si:ch211-152f2.2,sich211152f2.2
si:ch211-152f2.3,sich211152f2.3
si:ch211-152f23.5,sich211152f23.5
si:ch211-152l15.2,sich211152l15.2
si:ch211-152p11.4,sich211152p11.4
si:ch211-152p23.2,sich211152p23.2
si:ch211-153a8.4,sich211153a8.4
si:ch211-153b23.3,sich211153b23.3
si:ch211-153b23.4,sich211153b23.4
si:ch211-153b23.5,sich211153b23.5
si:ch211-153b23.7,sich211153b23.7
si:ch211-153f2.3,sich211153f2.3
si:ch211-153f2.7,sich211153f2.7
si:ch211-153j24.3,sich211153j24.3
si:ch211-153l6.6,sich211153l6.6
si:ch211-154a22.8,sich211154a22.8
si:ch211-154c21.1,sich211154c21.1
si:ch211-154e10.1,sich211154e10.1
si:ch211-154o6.2,sich211154o6.2
si:ch211-154o6.3,sich211154o6.3
si:ch211-154o6.4,sich211154o6.4
si:ch211-155e24.3,sich211155e24.3
si:ch211-155k24.9,sich211155k24.9
si:ch211-155m12.1,sich211155m12.1
si:ch211-155m12.5,sich211155m12.5
si:ch211-155o21.3,sich211155o21.3
si:ch211-155o21.4,sich211155o21.4
si:ch211-156b7.4,sich211156b7.4
si:ch211-156j22.4,sich211156j22.4
si:ch211-156l18.4,sich211156l18.4
si:ch211-156l18.7,sich211156l18.7
si:ch211-156l18.8,sich211156l18.8
si:ch211-157b11.12,sich211157b11.12
si:ch211-157b11.8,sich211157b11.8
si:ch211-157c3.4,sich211157c3.4
si:ch211-157j23.2,sich211157j23.2
si:ch211-157j23.3,sich211157j23.3
si:ch211-157p22.10,sich211157p22.10
si:ch211-158d24.2,sich211158d24.2
si:ch211-158d24.4,sich211158d24.4
si:ch211-158m24.12,sich211158m24.12
si:ch211-159i8.4,sich211159i8.4
si:ch211-15b10.6,sich21115b10.6
si:ch211-15d5.11,sich21115d5.11
si:ch211-15d5.12,sich21115d5.12
si:ch211-15j1.4,sich21115j1.4
si:ch211-15j1.5,sich21115j1.5
si:ch211-15p9.2,sich21115p9.2
si:ch211-160b11.4,sich211160b11.4
si:ch211-160d14.15,sich211160d14.15
si:ch211-160d20.3,sich211160d20.3
si:ch211-160f23.5,sich211160f23.5
si:ch211-160f23.7,sich211160f23.7
si:ch211-160j14.2,sich211160j14.2
si:ch211-160j14.3,sich211160j14.3
si:ch211-160o17.2,sich211160o17.2
si:ch211-160o17.3,sich211160o17.3
si:ch211-160o17.4,sich211160o17.4
si:ch211-160o17.6,sich211160o17.6
si:ch211-161c3.5,sich211161c3.5
si:ch211-161c3.6,sich211161c3.6
si:ch211-161f7.2,sich211161f7.2
si:ch211-161h7.4,sich211161h7.4
si:ch211-161h7.5,sich211161h7.5
si:ch211-161h7.8,sich211161h7.8
si:ch211-161m3.1,sich211161m3.1
si:ch211-161m3.4,sich211161m3.4
si:ch211-161n3.3,sich211161n3.3
si:ch211-161n3.5,sich211161n3.5
si:ch211-162e15.3,sich211162e15.3
si:ch211-162i14.1,sich211162i14.1
si:ch211-162i8.2,sich211162i8.2
si:ch211-162i8.4,sich211162i8.4
si:ch211-162i8.5,sich211162i8.5
si:ch211-162i8.7,sich211162i8.7
si:ch211-162k9.5,sich211162k9.5
si:ch211-163b2.4,sich211163b2.4
si:ch211-163c2.2,sich211163c2.2
si:ch211-163g19.2,sich211163g19.2
si:ch211-163l21.10,sich211163l21.10
si:ch211-163l21.11,sich211163l21.11
si:ch211-163l21.7,sich211163l21.7
si:ch211-163l21.8,sich211163l21.8
si:ch211-163m17.4,sich211163m17.4
si:ch211-165b10.3,sich211165b10.3
si:ch211-165d12.4,sich211165d12.4
si:ch211-165e15.1,sich211165e15.1
si:ch211-165f21.2,sich211165f21.2
si:ch211-165f21.4,sich211165f21.4
si:ch211-165f21.7,sich211165f21.7
si:ch211-165g14.1,sich211165g14.1
si:ch211-165i18.2,sich211165i18.2
si:ch211-166a6.5,sich211166a6.5
si:ch211-166e11.5,sich211166e11.5
si:ch211-166g5.4,sich211166g5.4
si:ch211-167b20.8,sich211167b20.8
si:ch211-167j6.3,sich211167j6.3
si:ch211-167j6.5,sich211167j6.5
si:ch211-167j9.4,sich211167j9.4
si:ch211-167j9.5,sich211167j9.5
si:ch211-168b3.1,sich211168b3.1
si:ch211-168b3.2,sich211168b3.2
si:ch211-168d1.3,sich211168d1.3
si:ch211-168d23.3,sich211168d23.3
si:ch211-168f7.5,sich211168f7.5
si:ch211-169p10.1,sich211169p10.1
si:ch211-170d8.2,sich211170d8.2
si:ch211-170d8.5,sich211170d8.5
si:ch211-170d8.8,sich211170d8.8
si:ch211-171b20.3,sich211171b20.3
si:ch211-171h4.5,sich211171h4.5
si:ch211-171h4.6,sich211171h4.6
si:ch211-171l17.14,sich211171l17.14
si:ch211-172l8.4,sich211172l8.4
si:ch211-173a9.6,sich211173a9.6
si:ch211-173d10.4,sich211173d10.4
si:ch211-173m16.2,sich211173m16.2
si:ch211-173n18.3,sich211173n18.3
si:ch211-173p18.3,sich211173p18.3
si:ch211-174j14.2,sich211174j14.2
si:ch211-175f11.5,sich211175f11.5
si:ch211-175f12.2,sich211175f12.2
si:ch211-175l6.1,sich211175l6.1
si:ch211-175l6.2,sich211175l6.2
si:ch211-175m2.4,sich211175m2.4
si:ch211-175m2.5,sich211175m2.5
si:ch211-176g13.8,sich211176g13.8
si:ch211-176g6.2,sich211176g6.2
si:ch211-176l24.4,sich211176l24.4
si:ch211-178j18.4,sich211178j18.4
si:ch211-178n15.1,sich211178n15.1
si:ch211-180a12.2,sich211180a12.2
si:ch211-180f4.1,sich211180f4.1
si:ch211-180n24.3,sich211180n24.3
si:ch211-181d7.1,sich211181d7.1
si:ch211-181d7.3,sich211181d7.3
si:ch211-182p11.1,sich211182p11.1
si:ch211-183d21.1,sich211183d21.1
si:ch211-183d21.3,sich211183d21.3
si:ch211-183d5.2,sich211183d5.2
si:ch211-184m13.4,sich211184m13.4
si:ch211-185a18.2,sich211185a18.2
si:ch211-186j3.3,sich211186j3.3
si:ch211-186j3.6,sich211186j3.6
si:ch211-188c16.1,sich211188c16.1
si:ch211-188c18.1,sich211188c18.1
si:ch211-188f17.1,sich211188f17.1
si:ch211-188p14.4,sich211188p14.4
si:ch211-189a15.5,sich211189a15.5
si:ch211-189a21.1,sich211189a21.1
si:ch211-189e2.3,sich211189e2.3
si:ch211-189k9.2,sich211189k9.2
si:ch211-190k17.19,sich211190k17.19
si:ch211-191a16.2,sich211191a16.2
si:ch211-191a16.5,sich211191a16.5
si:ch211-191a24.4,sich211191a24.4
si:ch211-191c10.1,sich211191c10.1
si:ch211-191d15.2,sich211191d15.2
si:ch211-191d2.2,sich211191d2.2
si:ch211-191i18.2,sich211191i18.2
si:ch211-191i18.4,sich211191i18.4
si:ch211-191j22.3,sich211191j22.3
si:ch211-191j22.7,sich211191j22.7
si:ch211-191j22.8,sich211191j22.8
si:ch211-191o15.6,sich211191o15.6
si:ch211-193c2.2,sich211193c2.2
si:ch211-193e13.5,sich211193e13.5
si:ch211-193i15.2,sich211193i15.2
si:ch211-193k19.1,sich211193k19.1
si:ch211-193k19.2,sich211193k19.2
si:ch211-193l2.10,sich211193l2.10
si:ch211-193l2.6,sich211193l2.6
si:ch211-193l2.7,sich211193l2.7
si:ch211-194b1.1,sich211194b1.1
si:ch211-194c3.5,sich211194c3.5
si:ch211-194e1.7,sich211194e1.7
si:ch211-194e15.5,sich211194e15.5
si:ch211-194g2.4,sich211194g2.4
si:ch211-194h1.2,sich211194h1.2
si:ch211-194k22.8,sich211194k22.8
si:ch211-194p6.10,sich211194p6.10
si:ch211-195b11.3,sich211195b11.3
si:ch211-195b13.1,sich211195b13.1
si:ch211-195b13.6,sich211195b13.6
si:ch211-195b15.7,sich211195b15.7
si:ch211-195b15.8,sich211195b15.8
si:ch211-195d17.2,sich211195d17.2
si:ch211-195e19.1,sich211195e19.1
si:ch211-195h23.3,sich211195h23.3
si:ch211-195h23.4,sich211195h23.4
si:ch211-195m9.3,sich211195m9.3
si:ch211-195o20.7,sich211195o20.7
si:ch211-196c10.13,sich211196c10.13
si:ch211-196f19.1,sich211196f19.1
si:ch211-196f2.3,sich211196f2.3
si:ch211-196f2.6,sich211196f2.6
si:ch211-196f5.2,sich211196f5.2
si:ch211-196f5.9,sich211196f5.9
si:ch211-196g2.4,sich211196g2.4
si:ch211-196h16.12,sich211196h16.12
si:ch211-196h16.5,sich211196h16.5
si:ch211-196h24.1,sich211196h24.1
si:ch211-196h24.2,sich211196h24.2
si:ch211-196i2.1,sich211196i2.1
si:ch211-196l7.4,sich211196l7.4
si:ch211-196p9.1,sich211196p9.1
si:ch211-197e7.1,sich211197e7.1
si:ch211-197e7.3,sich211197e7.3
si:ch211-197f20.1,sich211197f20.1
si:ch211-197g15.10,sich211197g15.10
si:ch211-197g15.6,sich211197g15.6
si:ch211-197g15.7,sich211197g15.7
si:ch211-197g15.8,sich211197g15.8
si:ch211-197h24.6,sich211197h24.6
si:ch211-197h24.9,sich211197h24.9
si:ch211-197k17.3,sich211197k17.3
si:ch211-197l9.2,sich211197l9.2
si:ch211-197l9.5,sich211197l9.5
si:ch211-197n1.2,sich211197n1.2
si:ch211-198a12.6,sich211198a12.6
si:ch211-198c19.1,sich211198c19.1
si:ch211-198c19.3,sich211198c19.3
si:ch211-198d23.1,sich211198d23.1
si:ch211-198g14.2,sich211198g14.2
si:ch211-198g14.4,sich211198g14.4
si:ch211-198k9.6,sich211198k9.6
si:ch211-198m1.1,sich211198m1.1
si:ch211-198m17.1,sich211198m17.1
si:ch211-198n5.11,sich211198n5.11
si:ch211-198o12.4,sich211198o12.4
si:ch211-199b20.3,sich211199b20.3
si:ch211-199g17.2,sich211199g17.2
si:ch211-199g17.9,sich211199g17.9
si:ch211-199m9.3,sich211199m9.3
si:ch211-199o1.2,sich211199o1.2
si:ch211-1a19.3,sich2111a19.3
si:ch211-1e14.1,sich2111e14.1
si:ch211-1f22.1,sich2111f22.1
si:ch211-1f22.10,sich2111f22.10
si:ch211-1f22.2,sich2111f22.2
si:ch211-1i11.3,sich2111i11.3
si:ch211-1o7.2,sich2111o7.2
si:ch211-1o7.3,sich2111o7.3
si:ch211-201o1.1,sich211201o1.1
si:ch211-202c21.7,sich211202c21.7
si:ch211-202e12.3,sich211202e12.3
si:ch211-202f3.3,sich211202f3.3
si:ch211-202f5.3,sich211202f5.3
si:ch211-202h22.10,sich211202h22.10
si:ch211-202h22.7,sich211202h22.7
si:ch211-202h22.8,sich211202h22.8
si:ch211-202m22.1,sich211202m22.1
si:ch211-202p1.5,sich211202p1.5
si:ch211-203b20.4,sich211203b20.4
si:ch211-203b20.7,sich211203b20.7
si:ch211-203b8.6,sich211203b8.6
si:ch211-203d1.3,sich211203d1.3
si:ch211-203k16.3,sich211203k16.3
si:ch211-204a13.2,sich211204a13.2
si:ch211-204c21.1,sich211204c21.1
si:ch211-204d2.4,sich211204d2.4
si:ch211-205a14.1,sich211205a14.1
si:ch211-205a14.7,sich211205a14.7
si:ch211-206k20.5,sich211206k20.5
si:ch211-207b24.4,sich211207b24.4
si:ch211-207c6.2,sich211207c6.2
si:ch211-207d10.2,sich211207d10.2
si:ch211-207d6.2,sich211207d6.2
si:ch211-207e14.4,sich211207e14.4
si:ch211-207e19.15,sich211207e19.15
si:ch211-207i1.2,sich211207i1.2
si:ch211-207i20.2,sich211207i20.2
si:ch211-207i20.3,sich211207i20.3
si:ch211-207j7.2,sich211207j7.2
si:ch211-207k7.4,sich211207k7.4
si:ch211-207l14.1,sich211207l14.1
si:ch211-207n23.2,sich211207n23.2
si:ch211-208f21.2,sich211208f21.2
si:ch211-208f21.3,sich211208f21.3
si:ch211-208g1.1,sich211208g1.1
si:ch211-208g24.8,sich211208g24.8
si:ch211-208h16.4,sich211208h16.4
si:ch211-208k15.1,sich211208k15.1
si:ch211-209a2.2,sich211209a2.2
si:ch211-209f23.3,sich211209f23.3
si:ch211-209f23.6,sich211209f23.6
si:ch211-209j10.6,sich211209j10.6
si:ch211-209j12.1,sich211209j12.1
si:ch211-209j12.2,sich211209j12.2
si:ch211-209j12.3,sich211209j12.3
si:ch211-209j12.6,sich211209j12.6
si:ch211-209l18.2,sich211209l18.2
si:ch211-209l18.4,sich211209l18.4
si:ch211-209n20.1,sich211209n20.1
si:ch211-209n20.3,sich211209n20.3
si:ch211-210b2.1,sich211210b2.1
si:ch211-210b2.2,sich211210b2.2
si:ch211-210b2.3,sich211210b2.3
si:ch211-210b2.4,sich211210b2.4
si:ch211-210c8.6,sich211210c8.6
si:ch211-210c8.7,sich211210c8.7
si:ch211-210g13.5,sich211210g13.5
si:ch211-211k8.12,sich211211k8.12
si:ch211-212c13.10,sich211212c13.10
si:ch211-212d10.1,sich211212d10.1
si:ch211-212d10.2,sich211212d10.2
si:ch211-212g7.6,sich211212g7.6
si:ch211-212k18.13,sich211212k18.13
si:ch211-212k18.15,sich211212k18.15
si:ch211-212k18.4,sich211212k18.4
si:ch211-212k18.5,sich211212k18.5
si:ch211-212k18.7,sich211212k18.7
si:ch211-212k18.8,sich211212k18.8
si:ch211-212k18.9,sich211212k18.9
si:ch211-212k5.1,sich211212k5.1
si:ch211-212k5.3,sich211212k5.3
si:ch211-212k5.4,sich211212k5.4
si:ch211-212o1.2,sich211212o1.2
si:ch211-213a13.1,sich211213a13.1
si:ch211-213a13.2,sich211213a13.2
si:ch211-213a13.5,sich211213a13.5
si:ch211-213b8.4,sich211213b8.4
si:ch211-213c4.5,sich211213c4.5
si:ch211-213d14.1,sich211213d14.1
si:ch211-213d14.2,sich211213d14.2
si:ch211-214b16.2,sich211214b16.2
si:ch211-214b16.3,sich211214b16.3
si:ch211-214b16.4,sich211214b16.4
si:ch211-214c20.1,sich211214c20.1
si:ch211-214c7.4,sich211214c7.4
si:ch211-214c7.5,sich211214c7.5
si:ch211-214e3.5,sich211214e3.5
si:ch211-214j24.10,sich211214j24.10
si:ch211-214j24.14,sich211214j24.14
si:ch211-214j24.15,sich211214j24.15
si:ch211-214j24.9,sich211214j24.9
si:ch211-214j8.1,sich211214j8.1
si:ch211-214j8.12,sich211214j8.12
si:ch211-214k5.3,sich211214k5.3
si:ch211-214k5.6,sich211214k5.6
si:ch211-214p13.3,sich211214p13.3
si:ch211-214p13.8,sich211214p13.8
si:ch211-214p13.9,sich211214p13.9
si:ch211-214p16.1,sich211214p16.1
si:ch211-214p16.2,sich211214p16.2
si:ch211-214p16.3,sich211214p16.3
si:ch211-215a10.4,sich211215a10.4
si:ch211-215c18.3,sich211215c18.3
si:ch211-215d8.2,sich211215d8.2
si:ch211-215e19.6,sich211215e19.6
si:ch211-215j19.12,sich211215j19.12
si:ch211-215k15.4,sich211215k15.4
si:ch211-215p11.1,sich211215p11.1
si:ch211-215p11.3,sich211215p11.3
si:ch211-216b21.2,sich211216b21.2
si:ch211-216l23.2,sich211216l23.2
si:ch211-216p19.5,sich211216p19.5
si:ch211-216p19.6,sich211216p19.6
si:ch211-217a12.1,sich211217a12.1
si:ch211-217i17.1,sich211217i17.1
si:ch211-217k17.10,sich211217k17.10
si:ch211-217k17.12,sich211217k17.12
si:ch211-217k17.7,sich211217k17.7
si:ch211-217k17.8,sich211217k17.8
si:ch211-217k17.9,sich211217k17.9
si:ch211-218c6.8,sich211218c6.8
si:ch211-218d20.15,sich211218d20.15
si:ch211-218g23.6,sich211218g23.6
si:ch211-218g4.2,sich211218g4.2
si:ch211-218h8.1,sich211218h8.1
si:ch211-218h8.3,sich211218h8.3
si:ch211-218m3.16,sich211218m3.16
si:ch211-218m3.9,sich211218m3.9
si:ch211-218o21.4,sich211218o21.4
si:ch211-219a15.3,sich211219a15.3
si:ch211-219a15.4,sich211219a15.4
si:ch211-219a4.3,sich211219a4.3
si:ch211-220f12.4,sich211220f12.4
si:ch211-220f16.1,sich211220f16.1
si:ch211-220f16.2,sich211220f16.2
si:ch211-220f21.1,sich211220f21.1
si:ch211-220f21.2,sich211220f21.2
si:ch211-220f21.3,sich211220f21.3
si:ch211-220i18.4,sich211220i18.4
si:ch211-220m6.4,sich211220m6.4
si:ch211-221f10.2,sich211221f10.2
si:ch211-221j21.3,sich211221j21.3
si:ch211-222e20.4,sich211222e20.4
si:ch211-222k6.1,sich211222k6.1
si:ch211-222k6.2,sich211222k6.2
si:ch211-222k6.3,sich211222k6.3
si:ch211-222l21.1,sich211222l21.1
si:ch211-222m18.4,sich211222m18.4
si:ch211-222n22.1,sich211222n22.1
si:ch211-222n4.2,sich211222n4.2
si:ch211-223a10.1,sich211223a10.1
si:ch211-223a21.1,sich211223a21.1
si:ch211-223a21.3,sich211223a21.3
si:ch211-223a21.4,sich211223a21.4
si:ch211-223a21.6,sich211223a21.6
si:ch211-223g7.2,sich211223g7.2
si:ch211-223k15.1,sich211223k15.1
si:ch211-223m11.2,sich211223m11.2
si:ch211-224l10.4,sich211224l10.4
si:ch211-225b10.3,sich211225b10.3
si:ch211-225b11.1,sich211225b11.1
si:ch211-225b11.4,sich211225b11.4
si:ch211-225b7.5,sich211225b7.5
si:ch211-225g23.1,sich211225g23.1
si:ch211-225h24.2,sich211225h24.2
si:ch211-225k7.2,sich211225k7.2
si:ch211-225p5.8,sich211225p5.8
si:ch211-226f6.1,sich211226f6.1
si:ch211-226h7.5,sich211226h7.5
si:ch211-226h8.11,sich211226h8.11
si:ch211-226h8.14,sich211226h8.14
si:ch211-226h8.15,sich211226h8.15
si:ch211-226h8.4,sich211226h8.4
si:ch211-226h8.6,sich211226h8.6
si:ch211-226h8.8,sich211226h8.8
si:ch211-226l4.6,sich211226l4.6
si:ch211-226m16.2,sich211226m16.2
si:ch211-226m16.3,sich211226m16.3
si:ch211-226m7.4,sich211226m7.4
si:ch211-226o13.1,sich211226o13.1
si:ch211-227e10.2,sich211227e10.2
si:ch211-227e10.3,sich211227e10.3
si:ch211-227m13.1,sich211227m13.1
si:ch211-227n13.3,sich211227n13.3
si:ch211-227p7.5,sich211227p7.5
si:ch211-229b6.1,sich211229b6.1
si:ch211-229c8.13,sich211229c8.13
si:ch211-229c8.4,sich211229c8.4
si:ch211-229d2.5,sich211229d2.5
si:ch211-229g14.3,sich211229g14.3
si:ch211-229i14.2,sich211229i14.2
si:ch211-229l10.11,sich211229l10.11
si:ch211-229n2.6,sich211229n2.6
si:ch211-229n2.7,sich211229n2.7
si:ch211-22d5.2,sich21122d5.2
si:ch211-22i13.2,sich21122i13.2
si:ch211-22k7.9,sich21122k7.9
si:ch211-230g15.5,sich211230g15.5
si:ch211-231f6.6,sich211231f6.6
si:ch211-231i17.3,sich211231i17.3
si:ch211-231i17.4,sich211231i17.4
si:ch211-231m23.4,sich211231m23.4
si:ch211-232b12.5,sich211232b12.5
si:ch211-232d10.3,sich211232d10.3
si:ch211-232i5.1,sich211232i5.1
si:ch211-232i5.3,sich211232i5.3
si:ch211-232m10.6,sich211232m10.6
si:ch211-232m8.3,sich211232m8.3
si:ch211-232p21.6,sich211232p21.6
si:ch211-233a24.2,sich211233a24.2
si:ch211-233f11.5,sich211233f11.5
si:ch211-233h19.2,sich211233h19.2
si:ch211-233m11.1,sich211233m11.1
si:ch211-234c11.3,sich211234c11.3
si:ch211-234h8.7,sich211234h8.7
si:ch211-234p6.5,sich211234p6.5
si:ch211-234p6.9,sich211234p6.9
si:ch211-235e9.6,sich211235e9.6
si:ch211-235f1.3,sich211235f1.3
si:ch211-235i11.3,sich211235i11.3
si:ch211-235i11.4,sich211235i11.4
si:ch211-235i11.5,sich211235i11.5
si:ch211-235i11.6,sich211235i11.6
si:ch211-235m3.10,sich211235m3.10
si:ch211-235m3.5,sich211235m3.5
si:ch211-235o23.1,sich211235o23.1
si:ch211-236g6.1,sich211236g6.1
si:ch211-236k19.2,sich211236k19.2
si:ch211-236l14.4,sich211236l14.4
si:ch211-236p5.2,sich211236p5.2
si:ch211-237c6.4,sich211237c6.4
si:ch211-237i5.4,sich211237i5.4
si:ch211-237l4.6,sich211237l4.6
si:ch211-238e22.5,sich211238e22.5
si:ch211-238e22.8,sich211238e22.8
si:ch211-238n5.4,sich211238n5.4
si:ch211-239d6.2,sich211239d6.2
si:ch211-239f4.1,sich211239f4.1
si:ch211-239f4.6,sich211239f4.6
si:ch211-239j9.1,sich211239j9.1
si:ch211-239m17.1,sich211239m17.1
si:ch211-23l10.3,sich21123l10.3
si:ch211-240b21.2,sich211240b21.2
si:ch211-240l19.5,sich211240l19.5
si:ch211-240l19.6,sich211240l19.6
si:ch211-241b2.1,sich211241b2.1
si:ch211-241b2.4,sich211241b2.4
si:ch211-241b2.5,sich211241b2.5
si:ch211-241e1.3,sich211241e1.3
si:ch211-241e1.5,sich211241e1.5
si:ch211-241f5.3,sich211241f5.3
si:ch211-241j12.3,sich211241j12.3
si:ch211-241j12.4,sich211241j12.4
si:ch211-241j8.2,sich211241j8.2
si:ch211-242b18.1,sich211242b18.1
si:ch211-242e8.1,sich211242e8.1
si:ch211-242f23.8,sich211242f23.8
si:ch211-243g18.2,sich211243g18.2
si:ch211-243j20.2,sich211243j20.2
si:ch211-243o19.4,sich211243o19.4
si:ch211-244b2.3,sich211244b2.3
si:ch211-244b2.4,sich211244b2.4
si:ch211-244c8.4,sich211244c8.4
si:ch211-244e12.7,sich211244e12.7
si:ch211-244o22.2,sich211244o22.2
si:ch211-245h14.1,sich211245h14.1
si:ch211-245j22.3,sich211245j22.3
si:ch211-245n8.4,sich211245n8.4
si:ch211-246b8.2,sich211246b8.2
si:ch211-246i5.5,sich211246i5.5
si:ch211-246m6.4,sich211246m6.4
si:ch211-246m6.5,sich211246m6.5
si:ch211-247i17.1,sich211247i17.1
si:ch211-247j9.1,sich211247j9.1
si:ch211-247n2.1,sich211247n2.1
si:ch211-248e11.2,sich211248e11.2
si:ch211-248l17.3,sich211248l17.3
si:ch211-249o11.5,sich211249o11.5
si:ch211-24o8.4,sich21124o8.4
si:ch211-250c4.4,sich211250c4.4
si:ch211-250c4.5,sich211250c4.5
si:ch211-250e5.16,sich211250e5.16
si:ch211-250e5.2,sich211250e5.2
si:ch211-250g4.3,sich211250g4.3
si:ch211-250k18.5,sich211250k18.5
si:ch211-250k18.7,sich211250k18.7
si:ch211-250m6.7,sich211250m6.7
si:ch211-251b21.1,sich211251b21.1
si:ch211-251f6.6,sich211251f6.6
si:ch211-251f6.7,sich211251f6.7
si:ch211-251g8.5,sich211251g8.5
si:ch211-251p5.5,sich211251p5.5
si:ch211-252f13.5,sich211252f13.5
si:ch211-253b8.2,sich211253b8.2
si:ch211-253b8.5,sich211253b8.5
si:ch211-253h3.1,sich211253h3.1
si:ch211-253p18.2,sich211253p18.2
si:ch211-253p2.2,sich211253p2.2
si:ch211-254c8.3,sich211254c8.3
si:ch211-254n4.3,sich211254n4.3
si:ch211-254p10.2,sich211254p10.2
si:ch211-255f4.13,sich211255f4.13
si:ch211-255f4.3,sich211255f4.3
si:ch211-255f4.5,sich211255f4.5
si:ch211-255f4.7,sich211255f4.7
si:ch211-255f4.8,sich211255f4.8
